customer_id,age,gender,city,customer_segment,preferred_device
332,41,Male,Houston,Loyal,Tablet
333,68,Female,Chicago,Regular,Desktop
334,69,Female,Chicago,Loyal,Tablet
335,54,Female,Houston,Loyal,Desktop
336,50,Female,Chicago,Regular,Tablet
337,26,Female,New York,VIP,Desktop
338,53,Male,Seattle,New,Desktop
339,23,Male,Los Angeles,VIP,Tablet
340,27,Female,New York,Regular,Desktop
341,40,Male,Houston,New,Desktop
342,50,Female,Chicago,VIP,Mobile
343,41,Male,New York,Loyal,Mobile
344,63,Female,Chicago,Regular,Mobile
345,36,Female,Chicago,VIP,Desktop
346,57,Male,New York,New,Desktop
347,31,Male,Seattle,VIP,Mobile
348,67,Female,Chicago,Loyal,Mobile
349,21,Male,Houston,VIP,Mobile
350,25,Female,Seattle,New,Tablet
351,50,Male,Chicago,Loyal,Desktop
352,18,Female,Chicago,VIP,Mobile
353,60,Male,Seattle,Loyal,Mobile
354,51,Male,Houston,VIP,Mobile
355,58,Female,Los Angeles,Loyal,Tablet
356,19,Female,New York,Loyal,Mobile
357,64,Male,Seattle,Loyal,Mobile
358,20,Female,Seattle,Loyal,Tablet
359,29,Female,Houston,Regular,Mobile
360,22,Female,New York,Loyal,Mobile
361,20,Male,New York,Loyal,Desktop
362,50,Female,Seattle,VIP,Desktop
363,20,Male,Los Angeles,Loyal,Mobile
364,59,Female,Los Angeles,New,Desktop
365,45,Female,Houston,VIP,Desktop
366,29,Female,Houston,Loyal,Tablet
367,35,Male,Houston,New,Desktop
368,56,Male,Seattle,Loyal,Desktop
369,24,Male,Los Angeles,Loyal,Desktop
370,46,Female,Chicago,VIP,Desktop
371,46,Male,Los Angeles,VIP,Desktop
372,58,Male,New York,VIP,Desktop
373,50,Male,New York,Regular,Tablet
374,61,Female,New York,Regular,Mobile
375,33,Female,Los Angeles,VIP,Tablet
376,20,Male,Houston,Loyal,Desktop
377,46,Male,Seattle,Regular,Tablet
378,41,Female,Los Angeles,Loyal,Mobile
379,25,Male,Chicago,VIP,Tablet
380,42,Male,Los Angeles,Loyal,Tablet
381,46,Male,Seattle,Loyal,Tablet
382,49,Male,New York,Regular,Mobile
383,46,Male,Houston,New,Tablet
384,38,Female,New York,Loyal,Desktop
385,28,Male,Los Angeles,Regular,Mobile
386,30,Male,Chicago,VIP,Mobile
387,41,Female,Houston,Regular,Tablet
388,23,Male,Los Angeles,VIP,Tablet
389,64,Female,Seattle,VIP,Desktop
390,70,Male,Chicago,Loyal,Tablet
391,22,Female,Houston,Loyal,Mobile
392,67,Male,Chicago,VIP,Tablet
393,21,Male,Seattle,Regular,Desktop
394,28,Male,Los Angeles,Regular,Desktop
395,51,Female,New York,Loyal,Mobile
396,58,Female,Chicago,Loyal,Tablet
397,52,Male,Seattle,Regular,Tablet
398,55,Male,Chicago,Loyal,Tablet
399,20,Male,New York,New,Tablet
400,67,Female,Chicago,VIP,Tablet
401,58,Male,Houston,Loyal,Tablet
402,37,Female,Chicago,VIP,Desktop
403,47,Male,New York,Regular,Desktop
404,44,Female,Houston,Regular,Desktop
405,56,Male,Los Angeles,Loyal,Tablet
406,40,Female,Chicago,Loyal,Tablet
407,53,Male,Los Angeles,Regular,Desktop
408,25,Female,Houston,Regular,Mobile
409,24,Male,Los Angeles,VIP,Tablet
410,44,Male,Chicago,Loyal,Tablet
411,64,Female,Chicago,Regular,Desktop
412,50,Female,Houston,Loyal,Desktop
413,19,Male,Houston,VIP,Mobile
414,31,Female,New York,New,Desktop
415,49,Female,Los Angeles,New,Mobile
416,45,Male,Los Angeles,Loyal,Desktop
417,41,Male,Houston,New,Tablet
418,53,Male,Los Angeles,Loyal,Mobile
419,42,Female,Seattle,Loyal,Tablet
420,61,Male,Chicago,New,Desktop
421,41,Female,Seattle,Loyal,Mobile
422,30,Female,Seattle,New,Mobile
423,20,Male,Los Angeles,VIP,Tablet
424,47,Male,Seattle,Regular,Desktop
425,57,Female,Chicago,VIP,Tablet
426,65,Female,Seattle,Loyal,Tablet
427,50,Female,Seattle,Loyal,Desktop
428,70,Male,Los Angeles,Loyal,Tablet
429,25,Female,Seattle,Loyal,Tablet
430,62,Male,Seattle,VIP,Desktop
431,59,Male,New York,VIP,Mobile
432,51,Female,Chicago,Regular,Mobile
433,54,Male,Chicago,New,Desktop
434,38,Female,Chicago,VIP,Tablet
435,31,Female,Seattle,VIP,Tablet
436,64,Male,Chicago,Regular,Tablet
437,38,Female,Seattle,VIP,Desktop
438,29,Female,Seattle,Loyal,Tablet
439,40,Female,Seattle,VIP,Mobile
440,33,Female,Seattle,Loyal,Mobile
441,37,Female,Chicago,VIP,Desktop
442,48,Female,Seattle,Loyal,Desktop
443,25,Female,Houston,Loyal,Mobile
444,36,Male,Los Angeles,New,Desktop
445,46,Female,Houston,Regular,Mobile
446,70,Female,Seattle,Loyal,Mobile
447,24,Male,Chicago,New,Tablet
448,51,Male,Chicago,New,Mobile
449,44,Female,Houston,New,Tablet
450,67,Male,New York,Regular,Desktop
451,59,Female,Houston,Regular,Desktop
452,38,Female,New York,New,Tablet
453,54,Male,Seattle,New,Mobile
454,44,Male,New York,VIP,Desktop
455,29,Female,New York,New,Desktop
456,54,Male,Los Angeles,Loyal,Desktop
457,59,Female,Chicago,VIP,Desktop
458,30,Male,Los Angeles,Regular,Tablet
459,47,Female,Chicago,New,Tablet
460,39,Female,Seattle,Regular,Mobile
461,57,Female,Houston,Loyal,Mobile
462,43,Male,Chicago,Regular,Desktop
463,38,Male,New York,Loyal,Desktop
464,33,Female,Los Angeles,Loyal,Desktop
465,55,Male,Los Angeles,Loyal,Tablet
466,33,Male,New York,VIP,Desktop
467,28,Female,Seattle,Loyal,Tablet
468,25,Female,Los Angeles,Regular,Mobile
469,26,Female,Chicago,VIP,Tablet
470,56,Female,Houston,VIP,Tablet
471,69,Male,Chicago,New,Tablet
472,46,Female,New York,New,Mobile
473,53,Male,Seattle,Regular,Mobile
474,38,Female,New York,Regular,Tablet
475,55,Female,New York,VIP,Mobile
476,47,Male,Seattle,VIP,Desktop
477,54,Male,Seattle,VIP,Tablet
478,69,Female,New York,VIP,Desktop
479,70,Male,Chicago,New,Mobile
480,45,Female,New York,New,Mobile
481,48,Male,Los Angeles,VIP,Mobile
482,67,Male,Houston,Loyal,Desktop
483,46,Female,Houston,New,Tablet
484,60,Male,Los Angeles,New,Mobile
485,52,Female,Seattle,Regular,Tablet
486,32,Male,New York,Loyal,Desktop
487,61,Female,Seattle,VIP,Mobile
488,33,Female,Los Angeles,Regular,Desktop
489,30,Male,New York,VIP,Tablet
490,67,Male,Chicago,Regular,Mobile
491,24,Male,Houston,New,Mobile
492,65,Male,Houston,VIP,Mobile
493,52,Male,New York,Regular,Tablet
494,36,Male,Seattle,Loyal,Tablet
495,56,Female,Chicago,Loyal,Mobile
496,60,Male,Houston,Loyal,Desktop
497,21,Male,Houston,VIP,Mobile
498,40,Female,Seattle,Loyal,Tablet
499,44,Female,Chicago,Loyal,Desktop
500,29,Female,Chicago,Regular,Desktop
501,63,Male,Houston,New,Tablet
502,44,Female,Seattle,Regular,Desktop
503,33,Female,Chicago,Loyal,Tablet
504,23,Female,Los Angeles,New,Tablet
505,64,Male,New York,Loyal,Desktop
506,61,Male,New York,Regular,Tablet
507,64,Male,Houston,Regular,Desktop
508,37,Male,Chicago,Regular,Tablet
509,25,Female,Chicago,Regular,Desktop
510,33,Female,Los Angeles,VIP,Desktop
511,52,Female,Los Angeles,Loyal,Desktop
512,50,Female,Houston,New,Tablet
513,48,Female,Chicago,Loyal,Desktop
514,44,Male,Seattle,Regular,Tablet
515,27,Male,Los Angeles,VIP,Desktop
516,27,Male,Los Angeles,Regular,Desktop
517,54,Male,Houston,Loyal,Desktop
518,66,Female,Houston,VIP,Mobile
519,64,Female,Chicago,Regular,Tablet
520,52,Female,Chicago,New,Tablet
521,20,Male,New York,New,Desktop
522,26,Male,New York,Regular,Mobile
523,31,Female,Los Angeles,New,Tablet
524,58,Female,Houston,New,Mobile
525,52,Female,New York,New,Tablet
526,64,Female,Seattle,Loyal,Mobile
527,50,Female,Chicago,New,Mobile
528,51,Male,Chicago,Regular,Tablet
529,51,Female,Los Angeles,Loyal,Desktop
530,23,Female,Houston,VIP,Tablet
531,33,Male,Los Angeles,New,Tablet
532,59,Male,New York,VIP,Desktop
533,42,Female,New York,New,Tablet
534,28,Male,Houston,VIP,Tablet
535,68,Female,Seattle,New,Tablet
536,20,Male,Chicago,VIP,Desktop
537,20,Male,Los Angeles,New,Mobile
538,38,Male,Chicago,Regular,Tablet
539,70,Female,New York,Loyal,Mobile
540,54,Male,Seattle,VIP,Tablet
541,52,Female,Houston,Regular,Tablet
542,64,Male,Seattle,Loyal,Mobile
543,24,Female,Chicago,New,Desktop
544,56,Female,Los Angeles,New,Tablet
545,35,Female,Houston,Regular,Desktop
546,53,Female,Houston,Regular,Tablet
547,55,Female,New York,Loyal,Mobile
548,63,Male,New York,Loyal,Mobile
549,42,Male,Houston,Loyal,Desktop
550,24,Male,New York,Loyal,Desktop
551,41,Female,New York,Regular,Mobile
552,29,Female,Houston,VIP,Mobile
553,19,Male,Los Angeles,New,Tablet
554,56,Female,Houston,New,Desktop
555,44,Female,New York,Regular,Tablet
556,51,Male,Houston,Regular,Mobile
557,35,Female,Los Angeles,VIP,Mobile
558,22,Male,Houston,Loyal,Desktop
559,37,Female,New York,Loyal,Desktop
560,33,Female,Seattle,Regular,Desktop
561,24,Male,Los Angeles,New,Desktop
562,39,Female,Los Angeles,VIP,Desktop
563,45,Male,Los Angeles,Loyal,Tablet
564,62,Male,Houston,Loyal,Mobile
565,43,Female,Los Angeles,VIP,Tablet
566,68,Male,Los Angeles,VIP,Desktop
567,70,Female,Los Angeles,New,Tablet
568,30,Male,Seattle,New,Tablet
569,47,Male,Houston,Loyal,Tablet
570,22,Female,Houston,Regular,Tablet
571,37,Male,Los Angeles,Regular,Tablet
572,45,Female,New York,VIP,Tablet
573,48,Female,Seattle,VIP,Tablet
574,20,Female,Seattle,New,Mobile
575,67,Male,Los Angeles,Regular,Tablet
576,57,Male,Seattle,VIP,Desktop
577,68,Female,New York,New,Mobile
578,34,Male,Seattle,Regular,Desktop
579,41,Female,Houston,Regular,Desktop
580,19,Female,New York,Loyal,Desktop
581,23,Male,Chicago,Loyal,Desktop
582,39,Female,Chicago,VIP,Desktop
583,48,Male,Houston,VIP,Desktop
584,22,Female,New York,New,Mobile
585,39,Male,Chicago,Regular,Tablet
586,29,Male,Los Angeles,VIP,Desktop
587,32,Female,Chicago,Regular,Tablet
588,60,Female,Houston,New,Tablet
589,57,Male,Houston,VIP,Desktop
590,18,Male,Chicago,Loyal,Tablet
591,69,Male,Seattle,New,Tablet
592,29,Female,Los Angeles,Regular,Desktop
593,25,Female,Houston,Loyal,Tablet
594,42,Female,Seattle,New,Desktop
595,40,Female,Seattle,Regular,Tablet
596,63,Female,Seattle,New,Tablet
597,26,Female,New York,Regular,Desktop
598,25,Male,Los Angeles,Regular,Tablet
599,42,Female,Seattle,Regular,Tablet
600,42,Female,Chicago,VIP,Tablet
601,52,Male,Seattle,Regular,Desktop
602,36,Male,Chicago,Loyal,Desktop
603,57,Male,Los Angeles,New,Desktop
604,26,Male,Houston,VIP,Desktop
605,61,Female,Houston,VIP,Desktop
606,28,Male,Seattle,New,Mobile
607,36,Male,Los Angeles,Regular,Tablet
608,36,Male,Houston,VIP,Tablet
609,50,Male,Seattle,New,Desktop
610,67,Female,Seattle,New,Tablet
611,46,Male,Houston,New,Tablet
612,59,Male,Los Angeles,New,Desktop
613,34,Female,New York,VIP,Mobile
614,67,Male,Chicago,Loyal,Tablet
615,57,Female,Chicago,Regular,Mobile
616,70,Male,New York,Loyal,Tablet
617,35,Male,Los Angeles,Loyal,Desktop
618,54,Female,Seattle,New,Mobile
619,66,Female,New York,Loyal,Tablet
620,26,Male,Chicago,Regular,Tablet
621,38,Male,Houston,VIP,Mobile
622,54,Female,Houston,VIP,Desktop
623,22,Male,Houston,Loyal,Tablet
624,41,Female,Houston,Loyal,Tablet
625,18,Male,Houston,Loyal,Mobile
626,68,Female,Chicago,VIP,Mobile
627,49,Female,Los Angeles,Loyal,Desktop
628,53,Male,Seattle,VIP,Desktop
629,61,Male,New York,New,Tablet
630,68,Female,New York,New,Mobile
631,46,Female,New York,VIP,Mobile
632,62,Male,Los Angeles,Regular,Desktop
633,23,Female,Los Angeles,New,Desktop
634,60,Male,New York,VIP,Tablet
635,37,Male,Houston,New,Tablet
636,24,Male,Chicago,VIP,Mobile
637,26,Male,Seattle,VIP,Mobile
638,18,Female,New York,VIP,Tablet
639,26,Female,New York,Regular,Desktop
640,23,Male,New York,Loyal,Desktop
641,37,Male,Houston,Regular,Tablet
642,61,Male,New York,New,Tablet
643,59,Male,Houston,Loyal,Tablet
644,31,Male,Houston,VIP,Mobile
645,23,Male,Chicago,New,Tablet
646,64,Female,Los Angeles,VIP,Desktop
647,68,Male,Chicago,Loyal,Tablet
648,23,Male,Seattle,Loyal,Tablet
649,19,Female,Chicago,Regular,Tablet
650,43,Female,New York,Regular,Desktop
651,42,Male,Chicago,VIP,Tablet
652,56,Male,Seattle,New,Desktop
653,38,Male,Houston,VIP,Desktop
654,52,Male,Houston,New,Mobile
655,55,Male,New York,Loyal,Mobile
656,20,Male,Houston,Loyal,Tablet
657,63,Female,Houston,VIP,Mobile
658,58,Male,Los Angeles,New,Desktop
659,23,Male,Chicago,Loyal,Desktop
660,55,Male,Los Angeles,VIP,Tablet
661,33,Male,Chicago,New,Desktop
662,25,Female,Seattle,New,Desktop
663,60,Male,New York,New,Tablet
664,26,Male,Chicago,VIP,Desktop
665,51,Female,Chicago,Loyal,Mobile
666,65,Female,New York,New,Desktop
667,69,Female,Los Angeles,New,Desktop
668,63,Male,Houston,VIP,Tablet
669,41,Male,Houston,Regular,Desktop
670,28,Female,New York,New,Mobile
671,65,Male,New York,New,Mobile
672,20,Female,Los Angeles,VIP,Mobile
673,29,Male,Seattle,VIP,Mobile
674,38,Male,Houston,Loyal,Desktop
675,70,Male,Seattle,Loyal,Mobile
676,50,Male,Chicago,Regular,Tablet
