product_id,product_name,category,brand,price
130,Product 130,Electronics,Brand 16,601.82
131,Product 131,Home,Brand 22,833.17
132,Product 132,Books,Brand 25,806.81
133,Product 133,Books,Brand 16,935.82
134,Product 134,Fashion,Brand 10,111.28
135,Product 135,Fashion,Brand 18,442.28
136,Product 136,Home,Brand 38,60.65
137,Product 137,Sports,Brand 24,701.12
138,Product 138,Electronics,Brand 21,548.02
139,Product 139,Beauty,Brand 16,963.5
140,Product 140,Fashion,Brand 24,477.85
141,Product 141,Home,Brand 20,25.97
142,Product 142,Sports,Brand 3,842.27
143,Product 143,Books,Brand 4,692.23
144,Product 144,Books,Brand 16,256.72
145,Product 145,Beauty,Brand 20,640.75
146,Product 146,Books,Brand 24,903.64
147,Product 147,Books,Brand 8,537.24
148,Product 148,Fashion,Brand 29,391.53
149,Product 149,Beauty,Brand 17,304.38
150,Product 150,Fashion,Brand 20,214.33
151,Product 151,Fashion,Brand 29,633.2
152,Product 152,Books,Brand 27,790.37
153,Product 153,Home,Brand 6,824.08
154,Product 154,Beauty,Brand 31,738.26
155,Product 155,Home,Brand 28,877.38
156,Product 156,Electronics,Brand 11,699.99
157,Product 157,Sports,Brand 5,355.1
158,Product 158,Sports,Brand 36,739.1
159,Product 159,Beauty,Brand 2,763.17
160,Product 160,Books,Brand 12,632.01
161,Product 161,Books,Brand 9,8.06
162,Product 162,Fashion,Brand 20,317.15
163,Product 163,Electronics,Brand 8,162.03
164,Product 164,Sports,Brand 9,847.73
165,Product 165,Books,Brand 27,793.68
166,Product 166,Home,Brand 29,480.97
167,Product 167,Books,Brand 9,264.38
168,Product 168,Books,Brand 38,827.63
169,Product 169,Home,Brand 13,88.98
170,Product 170,Home,Brand 12,396.53
171,Product 171,Beauty,Brand 37,228.36
172,Product 172,Electronics,Brand 36,648.87
173,Product 173,Books,Brand 15,907.31
174,Product 174,Beauty,Brand 13,265.47
175,Product 175,Fashion,Brand 4,404.03
176,Product 176,Beauty,Brand 39,263.86
177,Product 177,Electronics,Brand 24,174.27
178,Product 178,Sports,Brand 8,19.04
179,Product 179,Sports,Brand 28,774.49
180,Product 180,Beauty,Brand 32,122.92
181,Product 181,Books,Brand 14,194.59
182,Product 182,Home,Brand 19,747.71
183,Product 183,Beauty,Brand 9,434.15
184,Product 184,Fashion,Brand 39,219.49
185,Product 185,Home,Brand 13,421.24
186,Product 186,Beauty,Brand 10,33.63
187,Product 187,Home,Brand 16,619.59
188,Product 188,Fashion,Brand 24,584.99
189,Product 189,Books,Brand 30,90.31
190,Product 190,Beauty,Brand 9,872.09
191,Product 191,Books,Brand 26,688.42
192,Product 192,Books,Brand 25,709.91
193,Product 193,Books,Brand 39,259.94
194,Product 194,Electronics,Brand 36,63.46
195,Product 195,Home,Brand 16,473.58
196,Product 196,Home,Brand 39,939.63
197,Product 197,Sports,Brand 3,10.33
198,Product 198,Sports,Brand 40,384.03
199,Product 199,Beauty,Brand 24,136.58
200,Product 200,Sports,Brand 3,582.58
201,Product 201,Home,Brand 11,506.23
202,Product 202,Home,Brand 30,136.26
203,Product 203,Home,Brand 34,435.77
204,Product 204,Home,Brand 8,316.7
205,Product 205,Fashion,Brand 32,872.32
206,Product 206,Home,Brand 24,926.61
207,Product 207,Home,Brand 17,614.87
208,Product 208,Home,Brand 34,316.45
209,Product 209,Fashion,Brand 21,738.18
210,Product 210,Beauty,Brand 10,557.9
211,Product 211,Books,Brand 29,57.96
212,Product 212,Fashion,Brand 4,233.71
213,Product 213,Electronics,Brand 31,263.92
214,Product 214,Books,Brand 30,439.25
215,Product 215,Beauty,Brand 3,444.31
216,Product 216,Books,Brand 36,487.77
217,Product 217,Beauty,Brand 8,846.61
218,Product 218,Fashion,Brand 8,352.86
219,Product 219,Fashion,Brand 19,184.75
220,Product 220,Fashion,Brand 33,823.46
221,Product 221,Sports,Brand 38,216.33
222,Product 222,Electronics,Brand 34,768.01
223,Product 223,Fashion,Brand 27,920.81
224,Product 224,Fashion,Brand 32,678.52
225,Product 225,Home,Brand 2,287.86
226,Product 226,Books,Brand 8,397.2
227,Product 227,Sports,Brand 7,837.79
228,Product 228,Fashion,Brand 2,85.66
229,Product 229,Books,Brand 31,456.79
230,Product 230,Home,Brand 39,659.72
231,Product 231,Home,Brand 3,657.89
232,Product 232,Beauty,Brand 21,947.68
233,Product 233,Books,Brand 37,133.67
234,Product 234,Electronics,Brand 19,326.55
235,Product 235,Electronics,Brand 5,549.42
236,Product 236,Sports,Brand 25,97.09
237,Product 237,Home,Brand 12,243.88
238,Product 238,Beauty,Brand 6,25.41
239,Product 239,Fashion,Brand 11,391.56
240,Product 240,Beauty,Brand 19,648.93
241,Product 241,Books,Brand 10,125.0
242,Product 242,Beauty,Brand 28,737.21
243,Product 243,Home,Brand 39,135.63
244,Product 244,Books,Brand 7,832.89
245,Product 245,Sports,Brand 13,492.17
246,Product 246,Beauty,Brand 31,272.14
247,Product 247,Sports,Brand 28,94.77
248,Product 248,Beauty,Brand 24,615.8
249,Product 249,Beauty,Brand 28,97.48
250,Product 250,Sports,Brand 22,973.41
251,Product 251,Books,Brand 15,649.37
252,Product 252,Books,Brand 10,931.01
253,Product 253,Sports,Brand 34,88.55
254,Product 254,Beauty,Brand 28,83.79
255,Product 255,Beauty,Brand 20,152.86
256,Product 256,Fashion,Brand 20,842.33
257,Product 257,Sports,Brand 28,299.0
258,Product 258,Electronics,Brand 36,81.15
259,Product 259,Electronics,Brand 33,112.09
260,Product 260,Beauty,Brand 27,99.01
261,Product 261,Books,Brand 37,813.76
262,Product 262,Home,Brand 17,587.64
263,Product 263,Sports,Brand 2,118.37
264,Product 264,Books,Brand 30,183.65
265,Product 265,Fashion,Brand 26,50.03
266,Product 266,Beauty,Brand 20,317.38
267,Product 267,Books,Brand 30,758.57
268,Product 268,Beauty,Brand 40,808.79
269,Product 269,Home,Brand 12,215.01
270,Product 270,Electronics,Brand 39,263.02
271,Product 271,Books,Brand 7,436.63
272,Product 272,Electronics,Brand 1,397.96
273,Product 273,Electronics,Brand 11,657.52
274,Product 274,Beauty,Brand 26,869.44
275,Product 275,Books,Brand 39,727.28
276,Product 276,Home,Brand 40,814.07
277,Product 277,Sports,Brand 24,692.21
278,Product 278,Books,Brand 26,805.62
279,Product 279,Electronics,Brand 9,139.44
280,Product 280,Fashion,Brand 8,816.89
281,Product 281,Books,Brand 13,859.72
282,Product 282,Fashion,Brand 31,650.38
283,Product 283,Books,Brand 16,438.61
284,Product 284,Books,Brand 35,194.96
285,Product 285,Home,Brand 30,152.42
286,Product 286,Beauty,Brand 2,120.88
287,Product 287,Fashion,Brand 29,964.05
288,Product 288,Beauty,Brand 2,860.5
289,Product 289,Sports,Brand 16,205.33
290,Product 290,Sports,Brand 26,55.67
291,Product 291,Electronics,Brand 7,632.26
292,Product 292,Books,Brand 28,979.59
293,Product 293,Beauty,Brand 38,597.86
294,Product 294,Sports,Brand 19,41.83
295,Product 295,Beauty,Brand 32,515.79
296,Product 296,Books,Brand 40,935.6
297,Product 297,Beauty,Brand 15,715.72
298,Product 298,Sports,Brand 2,424.89
299,Product 299,Home,Brand 36,68.19
300,Product 300,Books,Brand 27,889.69
301,Product 301,Electronics,Brand 32,624.58
302,Product 302,Books,Brand 23,451.08
303,Product 303,Beauty,Brand 2,165.53
304,Product 304,Books,Brand 13,471.89
305,Product 305,Beauty,Brand 15,510.1
306,Product 306,Sports,Brand 22,922.13
307,Product 307,Books,Brand 30,135.5
308,Product 308,Home,Brand 25,960.0
309,Product 309,Books,Brand 24,796.99
310,Product 310,Fashion,Brand 40,211.17
311,Product 311,Books,Brand 6,668.72
312,Product 312,Fashion,Brand 12,203.49
313,Product 313,Sports,Brand 32,105.4
314,Product 314,Beauty,Brand 32,307.13
315,Product 315,Fashion,Brand 36,51.81
316,Product 316,Electronics,Brand 23,881.5
317,Product 317,Home,Brand 11,178.84
318,Product 318,Sports,Brand 3,807.78
319,Product 319,Home,Brand 28,118.4
320,Product 320,Fashion,Brand 8,564.17
321,Product 321,Beauty,Brand 17,993.69
322,Product 322,Home,Brand 3,771.24
323,Product 323,Sports,Brand 18,896.84
324,Product 324,Books,Brand 33,606.27
325,Product 325,Electronics,Brand 4,927.0
326,Product 326,Beauty,Brand 30,962.83
327,Product 327,Electronics,Brand 7,782.74
328,Product 328,Sports,Brand 7,824.49
329,Product 329,Electronics,Brand 33,109.88
330,Product 330,Books,Brand 8,871.52
331,Product 331,Home,Brand 11,729.71
332,Product 332,Books,Brand 29,763.15
333,Product 333,Beauty,Brand 7,158.52
334,Product 334,Home,Brand 22,820.06
335,Product 335,Electronics,Brand 13,441.91
336,Product 336,Beauty,Brand 1,249.09
337,Product 337,Beauty,Brand 22,290.32
338,Product 338,Fashion,Brand 6,269.69
339,Product 339,Books,Brand 27,363.84
340,Product 340,Books,Brand 16,155.85
341,Product 341,Sports,Brand 27,788.28
342,Product 342,Fashion,Brand 28,416.34
343,Product 343,Beauty,Brand 30,952.08
344,Product 344,Sports,Brand 24,944.02
345,Product 345,Beauty,Brand 10,771.3
346,Product 346,Books,Brand 34,943.92
347,Product 347,Electronics,Brand 22,318.23
348,Product 348,Fashion,Brand 28,66.16
349,Product 349,Electronics,Brand 10,903.0
350,Product 350,Electronics,Brand 34,972.8
351,Product 351,Beauty,Brand 26,886.35
352,Product 352,Books,Brand 36,874.18
353,Product 353,Books,Brand 21,909.68
354,Product 354,Electronics,Brand 18,900.71
355,Product 355,Sports,Brand 10,701.79
356,Product 356,Beauty,Brand 14,888.14
357,Product 357,Sports,Brand 40,653.78
358,Product 358,Books,Brand 23,888.24
359,Product 359,Books,Brand 26,776.52
360,Product 360,Home,Brand 6,41.79
361,Product 361,Home,Brand 25,726.47
362,Product 362,Books,Brand 9,522.87
363,Product 363,Sports,Brand 19,217.67
364,Product 364,Sports,Brand 36,315.69
365,Product 365,Home,Brand 11,28.3
366,Product 366,Sports,Brand 38,262.4
367,Product 367,Home,Brand 28,987.02
368,Product 368,Electronics,Brand 4,842.38
369,Product 369,Home,Brand 33,357.7
370,Product 370,Electronics,Brand 8,451.49
371,Product 371,Sports,Brand 1,455.88
372,Product 372,Fashion,Brand 38,567.77
373,Product 373,Books,Brand 35,845.27
374,Product 374,Fashion,Brand 23,302.71
375,Product 375,Books,Brand 37,674.07
376,Product 376,Books,Brand 25,522.07
377,Product 377,Fashion,Brand 7,331.21
378,Product 378,Sports,Brand 13,823.73
379,Product 379,Home,Brand 30,102.5
380,Product 380,Books,Brand 28,829.3
381,Product 381,Electronics,Brand 6,66.88
382,Product 382,Fashion,Brand 31,218.71
383,Product 383,Electronics,Brand 24,678.44
384,Product 384,Beauty,Brand 38,561.17
385,Product 385,Beauty,Brand 17,586.38
386,Product 386,Books,Brand 28,996.53
387,Product 387,Books,Brand 32,733.06
388,Product 388,Beauty,Brand 11,148.62
389,Product 389,Fashion,Brand 32,712.59
390,Product 390,Fashion,Brand 33,863.96
391,Product 391,Electronics,Brand 14,458.16
392,Product 392,Electronics,Brand 11,944.35
393,Product 393,Home,Brand 8,603.59
394,Product 394,Beauty,Brand 8,125.26
395,Product 395,Sports,Brand 19,45.08
396,Product 396,Fashion,Brand 8,374.61
397,Product 397,Home,Brand 20,297.51
398,Product 398,Electronics,Brand 10,146.43
399,Product 399,Sports,Brand 27,53.41
400,Product 400,Home,Brand 19,219.5
401,Product 401,Books,Brand 32,7.08
402,Product 402,Sports,Brand 23,72.23
403,Product 403,Electronics,Brand 27,483.77
404,Product 404,Home,Brand 37,455.11
405,Product 405,Home,Brand 25,477.85
406,Product 406,Books,Brand 39,137.15
407,Product 407,Fashion,Brand 33,638.28
408,Product 408,Beauty,Brand 29,153.24
409,Product 409,Books,Brand 21,93.87
410,Product 410,Sports,Brand 40,412.58
411,Product 411,Fashion,Brand 26,342.3
412,Product 412,Electronics,Brand 29,737.23
413,Product 413,Books,Brand 6,866.62
414,Product 414,Books,Brand 2,574.13
415,Product 415,Books,Brand 20,563.24
416,Product 416,Electronics,Brand 36,89.73
417,Product 417,Sports,Brand 35,578.97
418,Product 418,Electronics,Brand 37,524.15
419,Product 419,Beauty,Brand 33,897.38
420,Product 420,Electronics,Brand 35,183.84
421,Product 421,Electronics,Brand 18,787.82
422,Product 422,Fashion,Brand 38,447.01
423,Product 423,Sports,Brand 39,323.83
424,Product 424,Sports,Brand 3,494.02
425,Product 425,Electronics,Brand 22,439.83
426,Product 426,Beauty,Brand 2,860.35
427,Product 427,Home,Brand 25,260.89
428,Product 428,Electronics,Brand 7,544.07
429,Product 429,Home,Brand 10,186.76
430,Product 430,Electronics,Brand 10,310.26
431,Product 431,Beauty,Brand 11,63.62
432,Product 432,Home,Brand 12,32.04
433,Product 433,Electronics,Brand 20,392.99
434,Product 434,Home,Brand 10,415.76
435,Product 435,Home,Brand 17,378.64
436,Product 436,Electronics,Brand 4,206.55
437,Product 437,Sports,Brand 38,240.31
438,Product 438,Sports,Brand 33,388.12
439,Product 439,Electronics,Brand 18,65.33
440,Product 440,Beauty,Brand 36,410.04
441,Product 441,Beauty,Brand 2,410.46
442,Product 442,Fashion,Brand 2,272.81
443,Product 443,Sports,Brand 7,250.08
444,Product 444,Sports,Brand 9,308.09
445,Product 445,Beauty,Brand 29,88.49
446,Product 446,Books,Brand 33,207.44
447,Product 447,Fashion,Brand 24,542.74
448,Product 448,Fashion,Brand 16,539.85
449,Product 449,Beauty,Brand 36,454.48
450,Product 450,Electronics,Brand 30,961.31
451,Product 451,Sports,Brand 19,654.79
452,Product 452,Fashion,Brand 1,64.87
453,Product 453,Beauty,Brand 18,599.88
454,Product 454,Books,Brand 25,999.25
455,Product 455,Books,Brand 14,587.23
456,Product 456,Sports,Brand 19,50.26
457,Product 457,Books,Brand 35,565.27
458,Product 458,Home,Brand 6,398.33
459,Product 459,Electronics,Brand 9,726.45
460,Product 460,Home,Brand 28,214.8
461,Product 461,Sports,Brand 21,884.51
462,Product 462,Home,Brand 17,979.74
463,Product 463,Books,Brand 29,276.65
464,Product 464,Books,Brand 21,344.92
465,Product 465,Beauty,Brand 39,331.81
466,Product 466,Books,Brand 9,648.21
467,Product 467,Electronics,Brand 39,479.15
468,Product 468,Electronics,Brand 12,416.1
469,Product 469,Books,Brand 32,763.65
470,Product 470,Sports,Brand 6,788.37
471,Product 471,Books,Brand 5,540.96
472,Product 472,Books,Brand 29,673.88
473,Product 473,Home,Brand 25,828.33
474,Product 474,Home,Brand 25,181.3
475,Product 475,Books,Brand 1,129.14
476,Product 476,Home,Brand 13,447.35
477,Product 477,Fashion,Brand 2,759.63
478,Product 478,Books,Brand 23,195.55
479,Product 479,Sports,Brand 20,809.37
480,Product 480,Fashion,Brand 15,980.22
481,Product 481,Home,Brand 3,284.35
482,Product 482,Books,Brand 39,213.04
483,Product 483,Fashion,Brand 26,115.39
484,Product 484,Home,Brand 37,502.82
485,Product 485,Fashion,Brand 36,197.8
486,Product 486,Books,Brand 37,673.81
487,Product 487,Sports,Brand 37,179.65
488,Product 488,Sports,Brand 9,747.24
489,Product 489,Fashion,Brand 17,933.9
490,Product 490,Fashion,Brand 34,730.25
491,Product 491,Home,Brand 13,848.43
492,Product 492,Electronics,Brand 35,616.38
493,Product 493,Books,Brand 36,883.69
494,Product 494,Electronics,Brand 28,642.76
495,Product 495,Books,Brand 4,854.59
496,Product 496,Home,Brand 28,845.12
497,Product 497,Beauty,Brand 18,126.11
498,Product 498,Sports,Brand 30,498.1
499,Product 499,Sports,Brand 3,884.38
500,Product 500,Fashion,Brand 4,281.54
501,Product 501,Beauty,Brand 35,451.62
502,Product 502,Electronics,Brand 26,198.64
503,Product 503,Electronics,Brand 37,808.63
504,Product 504,Books,Brand 15,978.21
505,Product 505,Beauty,Brand 5,917.41
506,Product 506,Fashion,Brand 11,332.58
507,Product 507,Electronics,Brand 7,32.73
508,Product 508,Beauty,Brand 2,594.57
509,Product 509,Books,Brand 22,841.31
510,Product 510,Fashion,Brand 7,476.21
511,Product 511,Home,Brand 4,822.53
512,Product 512,Sports,Brand 16,943.83
513,Product 513,Sports,Brand 40,441.34
514,Product 514,Electronics,Brand 29,581.04
515,Product 515,Electronics,Brand 4,917.13
516,Product 516,Beauty,Brand 21,890.63
517,Product 517,Books,Brand 5,783.73
518,Product 518,Electronics,Brand 29,59.51
519,Product 519,Sports,Brand 28,70.46
520,Product 520,Books,Brand 4,561.46
521,Product 521,Home,Brand 25,404.67
522,Product 522,Sports,Brand 27,236.95
523,Product 523,Sports,Brand 40,15.55
524,Product 524,Beauty,Brand 30,796.19
525,Product 525,Sports,Brand 40,105.77
526,Product 526,Books,Brand 2,456.81
527,Product 527,Home,Brand 38,196.52
528,Product 528,Electronics,Brand 1,597.2
529,Product 529,Electronics,Brand 38,790.47
530,Product 530,Fashion,Brand 37,130.35
531,Product 531,Sports,Brand 17,358.61
532,Product 532,Beauty,Brand 40,447.4
533,Product 533,Fashion,Brand 9,798.04
534,Product 534,Electronics,Brand 9,315.11
535,Product 535,Beauty,Brand 33,959.94
536,Product 536,Home,Brand 20,585.75
537,Product 537,Sports,Brand 10,151.67
538,Product 538,Home,Brand 39,346.19
539,Product 539,Home,Brand 1,520.09
540,Product 540,Books,Brand 10,62.03
541,Product 541,Sports,Brand 36,859.41
542,Product 542,Beauty,Brand 23,199.43
543,Product 543,Fashion,Brand 13,786.34
544,Product 544,Home,Brand 13,669.52
545,Product 545,Books,Brand 30,601.76
546,Product 546,Home,Brand 38,568.27
547,Product 547,Home,Brand 40,303.13
548,Product 548,Home,Brand 11,109.32
549,Product 549,Electronics,Brand 32,223.31
550,Product 550,Electronics,Brand 15,694.75
551,Product 551,Beauty,Brand 40,217.07
552,Product 552,Beauty,Brand 22,808.23
553,Product 553,Beauty,Brand 14,403.31
554,Product 554,Electronics,Brand 24,14.84
555,Product 555,Home,Brand 2,556.92
556,Product 556,Fashion,Brand 19,443.21
557,Product 557,Books,Brand 38,913.15
558,Product 558,Home,Brand 3,975.43
559,Product 559,Fashion,Brand 13,287.68
560,Product 560,Fashion,Brand 17,720.24
561,Product 561,Home,Brand 36,249.73
562,Product 562,Fashion,Brand 2,180.2
563,Product 563,Home,Brand 7,25.89
564,Product 564,Books,Brand 9,382.03
565,Product 565,Electronics,Brand 22,936.43
566,Product 566,Home,Brand 30,243.95
567,Product 567,Home,Brand 11,941.46
568,Product 568,Sports,Brand 28,879.0
569,Product 569,Electronics,Brand 8,148.71
570,Product 570,Fashion,Brand 13,195.72
571,Product 571,Beauty,Brand 24,321.36
572,Product 572,Beauty,Brand 16,921.41
573,Product 573,Sports,Brand 38,193.16
574,Product 574,Sports,Brand 19,790.64
575,Product 575,Home,Brand 16,57.99
576,Product 576,Home,Brand 9,852.25
577,Product 577,Sports,Brand 32,213.19
578,Product 578,Electronics,Brand 31,792.04
579,Product 579,Sports,Brand 5,171.6
580,Product 580,Beauty,Brand 33,377.39
581,Product 581,Sports,Brand 30,183.1
582,Product 582,Books,Brand 24,527.85
583,Product 583,Beauty,Brand 32,476.39
584,Product 584,Sports,Brand 26,639.92
585,Product 585,Sports,Brand 3,211.16
586,Product 586,Fashion,Brand 29,863.85
587,Product 587,Beauty,Brand 14,309.47
588,Product 588,Beauty,Brand 37,161.42
589,Product 589,Home,Brand 17,552.8
590,Product 590,Fashion,Brand 6,298.57
591,Product 591,Sports,Brand 23,234.03
592,Product 592,Electronics,Brand 30,514.7
593,Product 593,Home,Brand 28,453.9
594,Product 594,Beauty,Brand 27,370.67
595,Product 595,Beauty,Brand 21,276.65
596,Product 596,Electronics,Brand 12,444.48
597,Product 597,Home,Brand 5,362.3
598,Product 598,Electronics,Brand 19,843.39
599,Product 599,Sports,Brand 35,645.44
600,Product 600,Home,Brand 15,102.92
